충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
하단역 공영주차장,부산광역시 사하구 하신중앙로 313 (하단동) 주차장 출구 오른쪽,부산광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,부산광역시 사하구 하신중앙로 313 (하단동),부산광역시 사하구 하단동 599,하단역 공영주차장,,35.10459919,128.9644456,2020-10-19,3340000,부산광역시 사하구
하단청구아파트,부산광역시 사하구 낙동대로520번길 14 (하단동),부산광역시,연중무휴,00:00,00:00,Y,N,,4,,N,부산광역시 사하구 낙동대로520번길 14 (하단동),부산광역시 사하구 하단동 717-1,하단청구아파트,051-291-0998,35.11092859,128.9669993,2020-10-19,3340000,부산광역시 사하구
용산구청,용산구청,서울특별시,7:00~22:00 (22:00이후 폐쇄),09:00,18:00,Y,N,,5,0,y,서울특별시 용산구 녹사평대로 150 지하5층 C21 구역 주차장,서울특별시 용산구 이태원동 34-87,차지비,,37.53245229,126.9904788,2020-10-21,3020000,서울특별시 용산구
남영동 주민센터,남영동 주민센터,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,n,서울특별시 용산구 두텁바위로 25 주차장,서울특별시 용산구 갈월동 51-19,차지비,,37.546102,126.9748245582,2020-10-21,3020000,서울특별시 용산구
용산보건소 보건분소,용산보건소 보건분소,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,y,서울특별시 용산구 백범로 329 주차장,서울특별시 용산구 원효로1가 25,차지비,,37.538537,126.965977,2020-10-21,3020000,서울특별시 용산구
이태원1동 주민센터,이태원1동 주민센터,서울특별시,주중 09:00~18:00/주말 x,09:00,18:00,Y,N,,1,0,n,서울특별시 용산구 보광로 104-6 주차장,서울특별시 용산구 이태원동 100-3,차지비,,37.532433,126.995008,2020-10-21,3020000,서울특별시 용산구
용산 오산고등학교,용산 오산고등학교,서울특별시,학교 운영시간 내 이용가능,00:00,23:59,Y,N,,1,0,n,서울특별시 용산구 보광로7길 17 주차장,서울특별시 용산구 보광동 168-4 오산고등학교,차지비,,37.523639,126.998424,2020-10-21,3020000,서울특별시 용산구
용문동 주민센터,용문동 주민센터,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,n,서울특별시 용산구 새창로12길 13 주차장,서울특별시 용산구 도원동 4-5,차지비,,37.539052,126.957802,2020-10-21,3020000,서울특별시 용산구
서빙고동 주민센터,서빙고동 주민센터,서울특별시,연중무휴,09:00,18:00,Y,N,,1,0,n,서울특별시 용산구 서빙고로 279 지하1층 주차장,서울특별시 용산구 서빙고동 134 서빙고동주민센터,차지비,,37.520157,126.994631,2020-10-21,3020000,서울특별시 용산구
용산파크타워,용산파크타워,서울특별시,연중무휴,00:00,23:59,Y,Y,,3,1,n,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워아파트) 101동~103동",서울특별시 용산구 용산동5가 24 파크타워,케이티,,37.527817,126.970383,2020-10-21,3020000,서울특별시 용산구
용산2가동 주민센터,용산2가동 주민센터,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,y,서울특별시 용산구 신흥로 90 주차장,서울특별시 용산구 용산동2가 11-13,차지비,,37.545858,126.985338,2020-10-21,3020000,서울특별시 용산구
국립 중앙 박물관,국립 중앙 박물관,서울특별시,주중 06:00~22:00 (명절휴무),00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,3,6,y,서울특별시 용산구 용산동6가 11-426,서울특별시 용산구 용산동6가 168-6 국립중앙박물관,한국전력,,37.524128,126.979157,2020-10-21,3020000,서울특별시 용산구
신창동 공영주차장,신창동 공영주차장,서울특별시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,y,서울특별시 용산구 원효로35길 53 옥상,서울특별시 용산구 신창동 53-1,환경부(한국자동차환경협회),,37.535326,126.955463,2020-10-21,3020000,서울특별시 용산구
이촌2동 주민센터,이촌2동 주민센터,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,n,서울특별시 용산구 이촌로18길 20 주차장,서울특별시 용산구 이촌동 206-2,차지비,,37.526128,126.954887,2020-10-21,3020000,서울특별시 용산구
LG한강자이아파트입주자대표회의,LG한강자이아파트입주자대표회의,서울특별시,연중무휴,00:00,23:59,Y,N,,4,0,n,"서울특별시 용산구 이촌로64길 15 (이촌동, LG한강자이아파트) LG한강자이아파트",서울특별시 용산구 이촌동 430 엘지한강자이아파트,케이티,,37.52035551,126.9713608,2020-10-21,3020000,서울특별시 용산구
자동차안전연구원,경기도 화성시 송산면 삼존로 200,경기도,-,00:00,00:00,N,Y,DC콤보,0,1,Y,경기도 화성시 송산면 삼존로 200,경기도 화성시 송산면 삼존리 621-1번지,-,,37.22865425,126.7682414,2020-09-05,5530000,경기도 화성시
이촌1동 주민센터,이촌1동 주민센터,서울특별시,주중 06:00~22:00/토요일 08:00~18:00/일요일 09:00~18:00,00:00,23:59,Y,N,,1,0,n,서울특별시 용산구 이촌로71길 24 지하1층 주차장,"서울특별시 용산구 이촌동 301-82 이촌제1동주민센터, 용산청소년수련관",차지비,,37.521594,126.973144,2020-10-21,3020000,서울특별시 용산구
해밀튼호텔,해밀튼호텔,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,y,서울특별시 용산구 이태원로 179 해밀톤관광호텔 주차장,서울특별시 용산구 이태원동 119-25 해밀톤관광호텔,케이티,,,126.994043,2020-10-21,3020000,서울특별시 용산구
한남동 공영주차장,한남동 공영주차장,서울특별시,연중무휴,00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,1,2,y,서울특별시 용산구 이태원로 224-19 지하3층 05,서울특별시 용산구 한남동 685-46,환경부(한국자동차환경협회),,37.536859,127.001394,2020-10-21,3020000,서울특별시 용산구
청산면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,00:00,N,Y,30분소요,0,1,N,충청북도 옥천군 청산면 지전1길 29,충청북도 옥천군 청산면 지전리 74-3,한국전력공사 옥천지사,043-730-0203,36.34638247,127.7919249,2020-10-22,4430000,충청북도 옥천군
이원면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,00:00,N,Y,30분소요,0,1,N,충청북도 옥천군 이원면신흥1길 14,충청북도 옥천군 이원면 강청리 47-1,한국전력공사 옥천지사,043-730-0203,36.24623866,127.619574,2020-10-22,4430000,충청북도 옥천군
군서면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,00:00,N,Y,30분소요,0,1,N,충청북도 옥천군 군서면 동평1길 9-15,충청북도 옥천군 군서면 동평리 582-3,한국전력공사 옥천지사,043-730-0203,36.27897359,127.528516,2020-10-22,4430000,충청북도 옥천군
군북면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,00:00,N,Y,30분소요,0,1,N,충청북도 옥천군 군북면 이백길 8,충청북도 옥천군 군북면 이백리 346-42,한국전력공사 옥천지사,043-730-0203,36.32988878,127.534402,2020-10-22,4430000,충청북도 옥천군
감천1동행정복지센터,부산광역시 사하구 감천로117번길 2 (감천동) 출입구 우측 옆 벽,부산광역시,주말,09:00,18:00,Y,N,,1,,N,부산광역시 사하구 감천로117번길 2 (감천동),부산광역시 사하구 감천동 479-4,감천1동행정복지센터,051-220-5421,35.0880327,129.004651,2020-10-19,3340000,부산광역시 사하구
감천2동행정복지센터,부산광역시 사하구 옥천로93번길 14 (감천동) 전면 좌측 앞면 벽,부산광역시,주말,09:00,18:00,Y,N,,1,,N,부산광역시 사하구 옥천로93번길 14 (감천동),부산광역시 사하구 감천동 12-9,감천2동행정복지센터,051-220-5451,35.09460986,129.0093604,2020-10-19,3340000,부산광역시 사하구
괴정2동행정복지센터,부산광역시 사하구 까치고개로 14-1 (괴정동) 좌측 출입구 옆 벽,부산광역시,주말,09:00,18:00,Y,N,,1,,N,부산광역시 사하구 까치고개로 14-1 (괴정동),부산광역시 사하구 괴정동 354-22,괴정2동행정복지센터,051-220-5031,35.10339784,129.0040281,2020-10-19,3340000,부산광역시 사하구
괴정3동행정복지센터,부산광역시 사하구 낙동대로171번길 30-5 (괴정동) 주차장 좌측 벽면,부산광역시,주말,09:00,18:00,Y,N,,1,,N,부산광역시 사하구 낙동대로171번길 30-5 (괴정동),부산광역시 사하구 괴정동 404-2,괴정3동행정복지센터,051-220-5061,35.10033709,128.9980896,2020-10-19,3340000,부산광역시 사하구
구평동한신휴플러스아파트,부산광역시 사하구 을숙도대로709번길 22 (구평동 한신휴플러스아파트),부산광역시,연중무휴,00:00,00:00,Y,N,,1,,N,"부산광역시 사하구 을숙도대로709번길 22 (구평동, 한신휴플러스아파트)",부산광역시 사하구 구평동 497,구평동한신휴플러스아파트,051-266-8730,35.08637347,128.984979,2020-10-19,3340000,부산광역시 사하구
다대1동주민센터,부산광역시 사하구 윤공단로 119 (다대동) 초록공원 주차장 B1 07번 기둑 좌측 안쪽 벽면,부산광역시,주말,09:00,18:00,Y,N,,1,,N,부산광역시 사하구 윤공단로 119 (다대동),부산광역시 사하구 다대동 1668,다대1동주민센터,051-220-5331,35.06108878,128.9715959,2020-10-19,3340000,부산광역시 사하구
다대2동행정복지센터,부산광역시 사하구 다대로429번길 30 (다대동) 입구 우측 화장실 옆,부산광역시,주말,09:00,18:00,Y,N,,1,,N,부산광역시 사하구 다대로429번길 30 (다대동),부산광역시 사하구 다대동 120-35,다대2동행정복지센터,051-220-3561,35.06355582,128.9820074,2020-10-19,3340000,부산광역시 사하구
다대몰운대아파트102동,"부산광역시 사하구 다대낙조2길 216 (다대동, 몰운대그린비치아파트) 102동 지하주차장",부산광역시,연중무휴,00:00,00:00,Y,N,,2,,N,부산광역시 사하구 다대낙조2길 216 (다대동),부산광역시 사하구 다대동 1550-6,다대몰운대아파트102동,051-262-3585,35.05131057,128.9673989,2020-10-19,3340000,부산광역시 사하구
다대몰운대아파트113동,"부산광역시 사하구 다대낙조2길 215 (다대동, 몰운대그린비치아파트) 112동~117동,상가동 113동지하주차장",부산광역시,연중무휴,00:00,00:00,Y,N,,3,,N,부산광역시 사하구 다대낙조2길 215 (다대동),부산광역시 사하구 다대동 1550-6,다대몰운대아파트113동,051-262-3585,35.05046051,128.9695783,2020-10-19,3340000,부산광역시 사하구
다대푸른아파트,"부산광역시 사하구 다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동",부산광역시,연중무휴,00:00,00:00,Y,N,,3,,N,부산광역시 사하구 다대낙조2길 11 (다대동),부산광역시 사하구 다대동 1548-13,다대푸른아파트,051-265-6958,35.05164894,128.9650823,2020-10-19,3340000,부산광역시 사하구
당리동행정복지센터,부산광역시 사하구 낙동대로 380 (당리동) 주차장 우측 벽면,부산광역시,주말,09:00,18:00,Y,N,,1,,N,부산광역시 사하구 낙동대로 380 (당리동),부산광역시 사하구 당리동 321-9,당리동행정복지센터,051-220-5135,35.10293652,128.9766778,2020-10-19,3340000,부산광역시 사하구
대우에덴프라자,부산광역시 사하구 낙동대로 542 (하단동) 지하4층 장애인주차구역 옆,부산광역시,연중무휴,00:00,00:00,Y,N,,1,,N,부산광역시 사하구 낙동대로 542 (하단동),부산광역시 사하구 하단동 492-2,대우에덴프라자,,35.11246102,128.9647357,2020-10-19,3340000,부산광역시 사하구
동아주유소,부산광역시 사하구 낙동대로 112 (괴정동) 출구 부근,부산광역시,연중무휴,00:00,00:00,N,Y,DC콤보,,2,N,부산광역시 사하구 낙동대로 112 (괴정동),부산광역시 사하구 괴정동 343-1,동아주유소,051-206-2351,35.10396229,129.003355,2020-10-19,3340000,부산광역시 사하구
롯데마트 사하점,부산광역시 사하구 을숙도대로 610 (장림동) 지상주차장 4층,부산광역시,연중무휴,10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,부산광역시 사하구 을숙도대로 610 (장림동),부산광역시 사하구 장림동 1033-2,롯데마트 사하점,051-603-2500,35.08478117,128.9723158,2020-10-19,3340000,부산광역시 사하구
부산 감천정비공업사,부산광역시 사하구 감천로42번길 17 (감천동) 구내주차장,부산광역시,연중무휴,00:00,00:00,Y,N,,2,,N,부산광역시 사하구 감천로42번길 17 (감천동),부산광역시 사하구 감천동 783-1,부산 감천정비공업사,051-291-8824,35.08987463,128.9966459,2020-10-19,3340000,부산광역시 사하구
부산 ㈜덕산1급정비,부산광역시 사하구 하신중앙로 59 (신평동) 구내주차장,부산광역시,연중무휴,00:00,00:00,Y,N,,2,,N,부산광역시 사하구 하신중앙로 59 (신평동),부산광역시 사하구 신평동 370-131,부산 ㈜덕산1급정비,051-204-0040,35.08431944,128.9646779,2020-10-19,3340000,부산광역시 사하구
부산 케이에스자동차정비,부산광역시 사하구 을숙도대로677번길 12 (신평동) 구내주차장,부산광역시,연중무휴,00:00,00:00,Y,N,,2,,N,부산광역시 사하구 을숙도대로677번길 12 (신평동),부산광역시 사하구 신평동 569-21,부산 케이에스자동차정비,051-714-3555,35.08627205,128.9797029,2020-10-19,3340000,부산광역시 사하구
부산_구평주유소,부산광역시 사하구 서포로 61 (구평동) 구평주유소,부산광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,부산광역시 사하구 서포로 61 (구평동),부산광역시 사하구 구평동 173-2,부산_구평주유소,051-265-6004,35.08181218,128.9894223,2020-10-19,3340000,부산광역시 사하구
사하경찰서,부산광역시 사하구 을숙도대로 665 (신평동),부산광역시,주말,09:00,18:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,부산광역시 사하구 을숙도대로 665 (신평동),부산광역시 사하구 신평동 569-1,사하경찰서,051-290-2324,35.0859575,128.9784709,2020-10-19,3340000,부산광역시 사하구
사하구청,부산광역시 사하구 낙동대로398번길 12 (당리동) 옥외주차장,부산광역시,연중무휴,09:00,18:00,Y,N,,2,,Y,부산광역시 사하구 낙동대로398번길 12 (당리동),부산광역시 사하구 당리동 317-16,사하구청,051-220-4154,35.10450217,128.9747879,2020-10-19,3340000,부산광역시 사하구
새솔동 행정복지센터(주민센터 신청사),경기도 화성시 수노을중앙로 178 (지상주차장),경기도,-,00:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,경기도 화성시 수노을중앙로 178,경기도 화성시 새솔동 98번지,에스트래픽,1566-1704,37.2812001,126.8187769,2020-09-05,5530000,경기도 화성시
동탄4동 주민센터(동탄4동 행정복지센터),"경기도 화성시 동탄대로시범길 133 133(청계동, 동탄중앙어울림센터) B1  05기둥 옆",경기도,-,00:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,경기도 화성시 동탄대로시범길 133 133,경기도 화성시 청계동 530번지 동탄중앙어울림센터,에스트래픽,1566-1704,37.1999211,127.1123177,2020-09-05,5530000,경기도 화성시
치동천체육공원,경기도 화성시 동탄순환대로29길 38 (주차장내),경기도,-,00:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,경기도 화성시 동탄순환대로29길 38,경기도 화성시 영천동 670-2번지,에스트래픽,1566-1704,37.20587045,127.1068667,2020-09-05,5530000,경기도 화성시
동탄호수공원,-,경기도,-,00:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,-,-,에스트래픽,1566-1704,,,2020-09-05,5530000,경기도 화성시
동탄호수공원,-,경기도,-,00:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,-,-,에스트래픽,1566-1704,,,2020-09-05,5530000,경기도 화성시
감곡면행정복지센터,행정복지센터 주차장,충청북도,주말,09:00,18:00,Y,N,AC완속,1,0,N,충청북도 음성군 감곡면 음성로 2652,충청북도 음성군 감곡면 오향리 549-11,한국전기차충전서비스,064-742-5578,37.11239168,127.6437686,2020-06-30,4470000,충청북도 음성군
감곡복숭아홍보관,정면 우측 주차장,충청북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청북도 음성군 감곡면 가곡로 217,충청북도 음성군 감곡면 오궁리 533-32,환경부(한국자동차환경협회),1661-9408,37.11812989,127.6665367,2020-06-30,4470000,충청북도 음성군
금왕읍행정복지센터,행정복지센터 주차장,충청북도,연중무휴,00:00,23:59,N,Y,DC콤보,0,1,N,충청북도 음성군 금왕읍 무극로 221,충청북도 음성군 금왕읍 무극리 507-7,케이티,1588-0010,36.99302932,127.5862038,2020-06-30,4470000,충청북도 음성군
맹동면행정복지센터,행정복지센터 주차장,충청북도,주말,09:00,18:00,Y,N,AC완속,1,0,N,충청북도 음성군 맹동면 대동로 33,충청북도 음성군 맹동면 쌍정리 137-9,한국전기차충전서비스,064-742-5578,36.92969453,127.5623546,2020-06-30,4470000,충청북도 음성군
맹동면행정복지센터,행정복지센터 주차장,충청북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청북도 음성군 맹동면 대동로 33,충청북도 음성군 맹동면 쌍정리 137-9,한국전력,123,36.92969453,127.5623546,2020-06-30,4470000,충청북도 음성군
삼성면행정복지센터,행정복지센터 주차장,충청북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청북도 음성군 삼성면 덕정로30번길 8,충청북도 음성군 삼성면 덕정리 529-1,환경부(한국자동차환경협회),1661-9408,37.01787802,127.4950336,2020-06-30,4470000,충청북도 음성군
생극면행정복지센터,행정복지센터 주차장,충청북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,충청북도 음성군 생극면 음성로 1644,충청북도 음성군 생극면 신양리 444-4,환경부(한국자동차환경협회),1661-9408,37.03395323,127.6067895,2020-06-30,4470000,충청북도 음성군
원남면행정복지센터,행정복지센터 주차장,충청북도,주말,09:00,18:00,Y,N,AC완속,1,0,N,충청북도 음성군 원남면 원중로 19,충청북도 음성군 원남면 보천리 374-3,한국전기차충전서비스,064-742-5578,36.8750677,127.6485592,2020-06-30,4470000,충청북도 음성군
이마트중동점,경기도 부천시 석천로 188,경기도,매주 2주 일요일+4주 일요일,10:00,00:00,N,Y,DC차데모+AC3상,0,1,N,경기도 부천시 석천로 188,경기도 부천시 중동 1157,한국자동차환경협회,1661-9408,37.504061,126.763902,2020-10-22,3860000,경기도 부천시
순천향대부천병원,경기도 부천시 조마루로 170,경기도,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 부천시 조마루로 170,,포스코ICT,1600-4047,37.4983707318,126.7621091151,2020-10-22,3860000,경기도 부천시
한국전력부천지사,경기도 부천시 부천로 264번길 4,경기도,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 부천시 부천로264번길 4,,한국전력,1899-2100,37.5070426,126.786351,2020-10-22,3860000,경기도 부천시
부천대성모터스㈜,경기도 부천시 신흥로 413번길 18,경기도,법정 공휴일,08:30,18:00,N,Y,DC차데모,0,1,N,경기도 부천시 신흥로 413번길 18,경기도 부천시 삼정동 198,기아자동차,080-200-2000,37.5208305664,126.7744639211,2020-10-22,3860000,경기도 부천시
부천블루핸즈오토맥스,경기도 부천시 부천로 190,경기도,법정 공휴일,09:00,18:00,Y,N,AC완속,1,0,N,경기도 부천시 부천로 190,경기도 부천시 춘의동 202-1,현대자동차,080-600-6000,37.5008524522,126.786974,2020-10-22,3860000,경기도 부천시
아이플렉스,아이플렉스,광주광역시,연중무휴,00:00,00:00,Y,N,N,1,0,N,광주광역시 동구 동계천로 150,광주광역시 동구 동명동 143-78,아이플렉스,062-239-9608,35.14813695,126.9258412,2020-10-22,3590000,광주광역시 동구
학동 금호베스트빌,학동 금호베스트빌,광주광역시,연중무휴,00:00,00:00,Y,N,N,1,0,N,광주광역시 동구 증심천로 88,광주광역시 동구 학동 262-1,학동 금호베스트빌,062-236-0078,35.13336538,126.9386613,2020-10-22,3590000,광주광역시 동구
광주동구청,광주동구청,광주광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,광주광역시 동구 서남로 1,광주광역시 동구 서석동 31,광주동구청,062-608-3057,35.14614143,126.9230951,2020-10-22,3590000,광주광역시 동구
(주)전남일보,(주)전남일보,광주광역시,연중무휴,00:00,00:00,Y,N,N,1,0,N,광주광역시 동구 제봉로 137,광주광역시 동구 대의동 39-1,(주)전남일보,062-527-0015,35.15001956,126.9210604,2020-10-22,3590000,광주광역시 동구
광주아이플렉스,광주아이플렉스,광주광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,광주광역시 동구 동계천로 150,광주광역시 동구 동명동 143-78,광주아이플렉스,062-239-9608,35.14813695,126.9258412,2020-10-22,3590000,광주광역시 동구
국민체육센터,국민체육센터,광주광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,광주광역시 동구 필문대로205번길 17,광주광역시 동구 산수동 519-4,국민체육센터,062-351-0076,35.15231248,126.9327427,2020-10-22,3590000,광주광역시 동구
동구문화센터,동구문화센터,광주광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,광주광역시 동구 남문로 646,광주광역시 동구 소태동 524-5,동구문화센터,062-225-4566,35.1285716,126.9309302,2020-10-22,3590000,광주광역시 동구
옥천읍사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,00:00,N,Y,30분소요,0,1,N,충청북도 옥천군 옥천읍 동부로 15,충청북도 옥천군 옥천읍 문정리 439,환경관리공단,1661-9408,36.30657124,127.5746239,2020-10-22,4430000,충청북도 옥천군
남양읍사무소,경기도 화성시 남양읍 남양성지로 192-5,경기도,-,00:00,00:00,N,Y,DC콤보,0,1,Y,경기도 화성시 남양읍 남양성지로 192-5,경기도 화성시 남양읍 남양리 1340번지,-,,37.21175882,126.8237858,2020-09-05,5530000,경기도 화성시
센트럴파크,경기도 화성시 동탄공원로2길 32,경기도,-,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 화성시 동탄공원로2길 32,경기도 화성시 반송동 59번지,-,,37.20675341,127.0630126,2020-09-05,5530000,경기도 화성시
센트럴파크,경기도 화성시 동탄공원로2길 32,경기도,-,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 화성시 동탄공원로2길 32,경기도 화성시 반송동 59번지,-,,37.20675341,127.0630126,2020-09-05,5530000,경기도 화성시
노작공원,경기도 화성시 노작로226-26,경기도,-,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 화성시 노작로226-26,경기도 화성시 석우동 63번지,-,,37.20640505,127.0788256,2020-09-05,5530000,경기도 화성시
노작공원,경기도 화성시 노작로226-26,경기도,-,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 화성시 노작로226-26,경기도 화성시 석우동 63번지,-,,37.20640505,127.0788256,2020-09-05,5530000,경기도 화성시
자동차안전연구원,경기도 화성시 송산면 삼존로 200,경기도,-,00:00,00:00,N,Y,DC콤보,0,1,Y,경기도 화성시 송산면 삼존로 200,경기도 화성시 송산면 삼존리 621-1번지,-,,37.22865425,126.7682414,2020-09-05,5530000,경기도 화성시
자동차안전연구원,경기도 화성시 송산면 삼존로 200,경기도,-,00:00,00:00,N,Y,DC콤보,0,1,Y,경기도 화성시 송산면 삼존로 200,경기도 화성시 송산면 삼존리 621-1번지,-,,37.22865425,126.7682414,2020-09-05,5530000,경기도 화성시
자동차안전연구원,경기도 화성시 송산면 삼존로 200,경기도,-,00:00,00:00,N,Y,DC콤보,0,1,Y,경기도 화성시 송산면 삼존로 200,경기도 화성시 송산면 삼존리 621-1번지,-,,37.22865425,126.7682414,2020-09-05,5530000,경기도 화성시
화성시 이마트(동탄점),경기도 화성시 동탄중앙로 376  본관6층 H1구역,경기도,-,10:00,23:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄중앙로 376,경기도 화성시 석우동 44번지,차지비,1600-4047,37.2143761153,127.0797232679,2020-09-05,5530000,경기도 화성시
화성시 이마트(동탄점),경기도 화성시 동탄중앙로 376  본관6층 H1구역,경기도,-,10:00,23:00,Y,N,AC완속,1,0,Y,경기도 화성시 동탄중앙로 376,경기도 화성시 석우동 44번지,차지비,1600-4047,37.2143761153,127.0797232679,2020-09-05,5530000,경기도 화성시
화성시 이마트(화성봉담점),경기도 화성시 봉담읍 효행로 278  옥외1층,경기도,-,00:00,00:00,Y,N,AC완속,1,0,Y,경기도 화성시 봉담읍 효행로 278,경기도 화성시 봉담읍 동화리 133-1번지,차지비,1600-4047,37.22258127,126.9721964415,2020-09-05,5530000,경기도 화성시
두레자연중학교,경기도 화성시 우정읍 두레길 42 실외주차장,경기도,-,00:00,00:00,Y,N,AC완속,1,0,Y,경기도 화성시 우정읍 두레길 42,경기도 화성시 우정읍 화산리 692-11번지,파워큐브,1833-8017,37.0593852706,126.7957491664,2020-09-05,5530000,경기도 화성시
동탄셀프주유소,경기도 화성시 여울로3길 21 동탄셀프주유소(능동 1105),경기도,-,06:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,경기도 화성시 여울로3길 21,경기도 화성시 능동 1105번지,SK에너지,031-275-5151,37.21478434,127.0531946,2020-09-05,5530000,경기도 화성시
동탄셀프주유소,경기도 화성시 여울로3길 21 동탄셀프주유소(능동 1105),경기도,-,06:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,경기도 화성시 여울로3길 21,경기도 화성시 능동 1105번지,SK에너지,031-275-5151,37.21478434,127.0531946,2020-09-05,5530000,경기도 화성시
동탄셀프주유소,경기도 화성시 여울로3길 21 동탄셀프주유소(능동 1105),경기도,-,06:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,경기도 화성시 여울로3길 21,경기도 화성시 능동 1105번지,SK에너지,031-275-5151,37.21478434,127.0531946,2020-09-05,5530000,경기도 화성시
동탄셀프주유소,경기도 화성시 여울로3길 21 동탄셀프주유소(능동 1105),경기도,-,06:00,00:00,N,Y,DC차데모+DC콤보,0,1,Y,경기도 화성시 여울로3길 21,경기도 화성시 능동 1105번지,SK에너지,031-275-5151,37.21478434,127.0531946,2020-09-05,5530000,경기도 화성시
화성서부경찰서,경기도 화성시 남양읍 남양로 570(남양읍 신남리),경기도,-,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 화성시 남양읍 남양로 570,경기도 화성시 남양읍 신남리 76-1번지,에스트래픽,1566-1704,37.19130913,126.8226909003,2020-09-05,5530000,경기도 화성시
향남신영지웰아파트,경기도 화성시 향남읍 행정중앙1로 63 향남신영지웰 지하1층주차장,경기도,-,00:00,00:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙1로 63,경기도 화성시 향남읍 행정리 492번지 향남시범살구꽃마을신영지웰아파트,에스트래픽,1566-1704,37.1274634331,126.9219592010,2020-09-05,5530000,경기도 화성시
향남신영지웰아파트,경기도 화성시 향남읍 행정중앙1로 63 향남신영지웰 지하1층주차장,경기도,-,00:00,00:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙1로 63,경기도 화성시 향남읍 행정리 492번지 향남시범살구꽃마을신영지웰아파트,에스트래픽,1566-1704,37.1274634331,126.9219592010,2020-09-05,5530000,경기도 화성시
향남신영지웰아파트,경기도 화성시 향남읍 행정중앙1로 63 향남신영지웰 지하1층주차장,경기도,-,00:00,00:00,Y,N,AC완속,1,0,Y,경기도 화성시 향남읍 행정중앙1로 63,경기도 화성시 향남읍 행정리 492번지 향남시범살구꽃마을신영지웰아파트,에스트래픽,1566-1704,37.1274634331,126.9219592010,2020-09-05,5530000,경기도 화성시
